#separator:tab
#html:true
#columns:Text	Reading	Hint	Audio	Tags
#notetype:Cloze
#deck:Japanese Grammar::06 - Keigo::Cloze
秘書が書類を{{c1::ご用意になります}}。	ひしょがしょるいを{{c1::ごよういになります}}。	honorific: secretary prepares	[sound:8e3989d11a71.mp3]	module:06-keigo point:keigo complexity:intro frequency:low source:dictionary-of-jp-grammar
部長がお{{c1::決めになりました}}。	ぶちょうがお{{c1::きめになりました}}。	double honorific: director decided	[sound:4491a05447b5.mp3]	module:06-keigo point:keigo complexity:intro frequency:low source:dictionary-of-jp-grammar
お父さんが礼状を{{c1::お書きになります}}。	おとうさんがれいじょうを{{c1::おかきになります}}。	honorific: father will write	[sound:4075cb2501a5.mp3]	module:06-keigo point:keigo complexity:intro frequency:top10k source:dictionary-of-jp-grammar
先輩がご指摘を{{c1::くださいました}}。	せんぱいがごしてきを{{c1::くださいました}}。	honorific: senior gave feedback	[sound:796fa1df6172.mp3]	module:06-keigo point:keigo complexity:intro frequency:low source:dictionary-of-jp-grammar
田中部長がこのプロジェクトを{{c1::ご存じです}}。	たなかぶちょうがこのぷろじぇくとを{{c1::ごぞんじです}}。	honorific knowing: director knows	[sound:a622383074ce.mp3]	module:06-keigo point:keigo complexity:standard frequency:top10k source:dictionary-of-jp-grammar
お母さんがこのの件を{{c1::お考えになりました}}。	おかあさんがこののけんを{{c1::おかんがえになりました}}。	honorific: mother considered	[sound:16b35b1a04c9.mp3]	module:06-keigo point:keigo complexity:intro frequency:top10k source:dictionary-of-jp-grammar
顧客がこのご説明を{{c1::お聞きになります}}。	こきゃくがこのごせつめいを{{c1::おききになります}}。	honorific: customer will listen	[sound:374556a5b2cd.mp3]	module:06-keigo point:keigo complexity:intro frequency:top5k source:dictionary-of-jp-grammar
赤ちゃんが今朝{{c1::お生まれになりました}}。	あかちゃんがけさ{{c1::おうまれになりました}}。	honorific: baby was born this morning	[sound:166091f8866f.mp3]	module:06-keigo point:keigo complexity:intro frequency:top10k source:dictionary-of-jp-grammar
お医者さんがこの治療を{{c1::お話しになりました}}。	おいしゃさんがこのちりょうを{{c1::おはなしになりました}}。	honorific: doctor explained	[sound:5c8e737c9a33.mp3]	module:06-keigo point:keigo complexity:standard frequency:top10k source:dictionary-of-jp-grammar
鈴木さんがいつ{{c1::いらっしゃいましたか}}。	すずきさんがいつ{{c1::いらっしゃいましたか}}。	honorific: when did Suzuki come	[sound:a82bb37fd72f.mp3]	module:06-keigo point:keigo complexity:intro frequency:low source:dictionary-of-jp-grammar
このような天候の時に雨が{{c1::お降りになります}}。	このようなてんこうのときにあめが{{c1::おおりになります}}。	honorific: rain falls in such weather	[sound:5a0d20fe86ff.mp3]	module:06-keigo point:keigo complexity:standard frequency:top10k source:dictionary-of-jp-grammar
部長がこのアイデアを{{c1::お作りになりました}}。	ぶちょうがこのあいであを{{c1::おつくりになりました}}。	double honorific: director created	[sound:3f912fee26fa.mp3]	module:06-keigo point:keigo complexity:intro frequency:low source:dictionary-of-jp-grammar
役員のみなさんがお{{c1::待ちになっています}}。	やくいんのみなさんがお{{c1::まちになっています}}。	honorific: executives are waiting	[sound:afcb5b9966e0.mp3]	module:06-keigo point:keigo complexity:intro frequency:top10k source:dictionary-of-jp-grammar
{{c1::ご覧になっていただきたいのです}}が。	{{c1::ごらんになっていただきたいのです}}が。	honorific: want you to see	[sound:7b6ddc6dcf46.mp3]	module:06-keigo point:keigo complexity:intro source:dictionary-of-jp-grammar
社長がお{{c1::話しになりました}}。	しゃちょうがお{{c1::はなしになりました}}。	double honorific: president spoke	[sound:0bcd1d4e4fe6.mp3]	module:06-keigo point:keigo complexity:intro frequency:top5k source:dictionary-of-jp-grammar
先輩が本を{{c1::お下さいました}}。	せんぱいがほんを{{c1::おくださいました}}。	honorific: senior gave book	[sound:d7b6fcb7a7a3.mp3]	module:06-keigo point:keigo complexity:intro frequency:top5k source:dictionary-of-jp-grammar
教授がその論点を{{c1::お読みになります}}。	きょうじゅがそのろんてんを{{c1::およみになります}}。	honorific: professor will read	[sound:e2bb8d5b9d8e.mp3]	module:06-keigo point:keigo complexity:intro frequency:top10k source:dictionary-of-jp-grammar
{{c1::かしこまりました}}、おまかせください。	{{c1::かしこまりました}}、おまかせください。	formal understanding: understood	[sound:ad27a1617390.mp3]	module:06-keigo point:keigo complexity:intro source:dictionary-of-jp-grammar
{{c1::いかがいたしましょうか}}？	{{c1::いかがいたしましょうか}}？	formal offer: how can I help	[sound:5b55a32924d3.mp3]	module:06-keigo point:keigo complexity:intro source:dictionary-of-jp-grammar
お客さんがご来店{{c1::になりました}}。	おきゃくさんがごらいてん{{c1::になりました}}。	double honorific: customer arrived	[sound:28c60cf0f027.mp3]	module:06-keigo point:keigo complexity:intro frequency:top10k source:dictionary-of-jp-grammar
先生がこのご質問に{{c1::お答えになります}}。	せんせいがこのごしつもんに{{c1::おこたえになります}}。	honorific: teacher will answer	[sound:d333fd894080.mp3]	module:06-keigo point:keigo complexity:intro frequency:top5k source:dictionary-of-jp-grammar
お父さんが朝ご飯を{{c1::召し上がられます}}。	おとうさんがあさごめしを{{c1::めしあがられます}}。	honorific passive: father eats	[sound:667739106667.mp3]	module:06-keigo point:keigo complexity:intro frequency:top10k source:dictionary-of-jp-grammar
{{c1::ご検討いただきありがとうございます}}。	{{c1::ごけんとういただきありがとうございます}}。	formal thanks: thank you for review	[sound:637a3b83d993.mp3]	module:06-keigo point:keigo complexity:intro frequency:top10k source:dictionary-of-jp-grammar
{{c1::お力添えをいただけますでしょうか}}。	{{c1::おちからぞえをいただけますでしょうか}}。	formal request: can you help	[sound:153ea40e8248.mp3]	module:06-keigo point:keigo complexity:intro frequency:top5k source:dictionary-of-jp-grammar
その件について{{c1::ご相談させていただきたいのです}}。	そのけんについて{{c1::ごそうだんさせていただきたいのです}}。	humble: wish to consult	[sound:2aa011d2bdd5.mp3]	module:06-keigo point:keigo complexity:intro frequency:top10k source:dictionary-of-jp-grammar
先生のご説明を{{c1::拝聴いたしました}}。	せんせいのごせつめいを{{c1::はいちょういたしました}}。	humble: I humbly listened	[sound:b880ecc33f23.mp3]	module:06-keigo point:keigo complexity:intro frequency:top5k source:dictionary-of-jp-grammar
