#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar (Strict)::01 - N5 Grammar::Recognition

医者に診ていただきたいのですが。	いしゃにみていただきたいのですが。	I would like to be examined by a doctor.	-ていただく	humble request	V-te + いただく	medical request	敬語	[sound:72c8e6d17aa8.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top1k source:shin-kanzen
お客様にご利用いただきありがとうございます。	おきゃくさまにごりよういただきありがとうございます。	Thank you for using our service.	-ていただく	formal thanks	V-te + いただく	customer service	敬語	[sound:fb83f81bdd4e.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top5k source:shin-kanzen
先輩にご指導いただいています。	せんぱいにごしどういただいています。	I am receiving guidance from my senior.	-ていただく	humble learning	V-te + いただく	mentoring	敬語	[sound:5dd320cfb63a.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top10k source:shin-kanzen
父にご意見をいただきたいです。	ちちにごいけんをいただきたいです。	I would like to receive your opinion, father.	-ていただく	humble	V-te + いただく	family advice	敬語	[sound:5ba82a08872a.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top5k source:shin-kanzen
店長にアドバイスをいただきました。	てんちょうにあどばいすをいただきました。	I received advice from the manager.	-ていただく	professional	V-te + いただく	business	敬語	[sound:a5d3916601ce.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top1k source:shin-kanzen
先生にご添削いただきました。	せんせいにごてんさくいただきました。	The teacher corrected my work.	-ていただく	academic	V-te + いただく	teaching	敬語	[sound:b24302913004.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top1k source:shin-kanzen
患者さんにご協力いただきました。	かんじゃさんにごきょうりょくいただきました。	The patient cooperated with us.	-ていただく	formal	V-te + いただく	healthcare	敬語	[sound:9fa4b1419b4c.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top10k source:shin-kanzen
皆様にご参加いただきありがとうございます。	みなさまにごさんかいただきありがとうございます。	Thank you all for your participation.	-ていただく	formal thanks	V-te + いただく	event	敬語	[sound:fefc7405cfe1.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top10k source:shin-kanzen
私は友達に本をあげました。	わたしはともだちにほんをあげました。	I gave a book to my friend.	あげる	out-group equal	V + あげる	give to equal/junior	direction: ~に	[sound:df8d7cd328da.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top1k source:shin-kanzen
先生は学生に宿題を出しました。	せんせいはがくせいにしゅくだいをだしました。	The teacher gave homework to the students.	あげる	out-group unequal	V + あげる	give to junior	direction: ~に	[sound:c8ec14be2bdd.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top10k source:shin-kanzen
田中さんがプレゼントをくれました。	たなかさんがぷれぜんとをくれました。	Mr. Tanaka gave me a present.	あげる	out-group equal	N + あげる	give to equal	person + に	[sound:259f656fc9e6.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top10k source:shin-kanzen
私の兄は弟に携帯をあげました。	わたしのあにはおとうとにけいたいをあげました。	My older brother gave a phone to my younger brother.	あげる	family	N + あげる	give to family	in-group	[sound:7d07adae1fb9.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top10k source:shin-kanzen
猫に餌をあげてください。	ねこにえさをあげてください。	Please give food to the cat.	あげる	to animate	N + あげる	give to animal	non-human	[sound:f884f1b8e79d.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:intro frequency:top10k source:shin-kanzen
同僚にボーナスをあげるのは決まりました。	どうりょうにぼーなすをあげるのはきまりました。	It was decided to give bonuses to colleagues.	あげる	equal rank	N + あげる	coworker context	workplace	[sound:9c3e3525b133.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:low source:shin-kanzen
彼にこの仕事をあげましょう。	かれにこのしごとをあげましょう。	Let me give this job to him.	あげる	assignment	N + あげる	task assignment	work	[sound:aaad6a835471.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top5k source:shin-kanzen
毎日、ペットに食べ物をあげています。	まいにち、ぺっとにたべものをあげています。	I give food to my pet every day.	あげる	routine	N + あげる	daily care	pets	[sound:34bd54d3614b.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top1k source:shin-kanzen
隣の子にお菓子をあげました。	となりのこにおかしをあげました。	I gave candy to the neighbor's child.	あげる	to child	N + あげる	neighborhood	casual	[sound:4320ea053072.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top10k source:shin-kanzen
部下に新しいプロジェクトをあげた。	ぶかにあたらしいぷろじぇくとをあげた。	I gave a new project to my subordinate.	あげる	to junior	N + あげる	supervisor	workplace	[sound:ca3a22a3c3d0.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:low source:shin-kanzen
先生にお礼をさしあげました。	せんせいにおれいをさしあげました。	I gave my thanks to the teacher.	さしあげる	humble	N + さしあげる	to superior	敬語	[sound:df0ce78d574e.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top10k source:shin-kanzen
社長にご報告をさしあげたいです。	しゃちょうにごほうこくをさしあげたいです。	I would like to report to the company president.	さしあげる	humble formal	V + さしあげる	formal: to superior	company	[sound:6f3a038357a6.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top10k source:shin-kanzen
田中部長にお忙しいところ、資料をさしあげました。	たなかぶちょうにおいそがしいところ、しりょうをさしあげました。	I gave materials to Mr. Tanaka, the director, despite his busy schedule.	さしあげる	humble formal	N + さしあげる	respectful	敬語	[sound:e888c1d95286.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:low source:shin-kanzen
患者さんにお薬をさしあげます。	かんじゃさんにおくすりをさしあげます。	I will give medicine to the patient.	さしあげる	professional	N + さしあげる	medical context	敬語	[sound:4570d7b791f7.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top10k source:shin-kanzen
お客様にお飲み物をさしあげてください。	おきゃくさまにおのみものをさしあげてください。	Please give a drink to the customer.	さしあげる	service	N + さしあげる	customer service	敬語	[sound:653831a33837.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top5k source:shin-kanzen
先輩にこのチケットをさしあげようと思っています。	せんぱいにこのちけっとをさしあげようとおもっています。	I am thinking of giving this ticket to my senior.	さしあげる	humble	N + さしあげる	to senior	敬語	[sound:586cac63c86a.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top5k source:shin-kanzen
上司にご意見をさしあげました。	じょうしにごいけんをさしあげました。	I gave my opinion to my boss.	さしあげる	formal	N + さしあげる	business	敬語	[sound:c84f00132a82.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top10k source:shin-kanzen
先生に手作りのケーキをさしあげました。	せんせいにてづくりのけーきをさしあげました。	I gave a homemade cake to the teacher.	さしあげる	humble gift	N + さしあげる	gift-giving	敬語	[sound:91b3304dcecf.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:low source:shin-kanzen
年上の方にお誕生日プレゼントをさしあげたいです。	としうえのほうにおたんじょうびぷれぜんとをさしあげたいです。	I want to give a birthday present to my elder.	さしあげる	humble	N + さしあげる	gift context	敬語	[sound:d9b8113e08ff.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top1k source:shin-kanzen
お医者さんにお礼状をさしあげます。	おいしゃさんにおれいじょうをさしあげます。	I will send a thank-you note to the doctor.	さしあげる	professional	N + さしあげる	thank-you	敬語	[sound:d4bd0cfef5a3.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top10k source:shin-kanzen
子供に小銭をやってください。	こどもにこぜにをやってください。	Please give some coins to the child.	やる	to junior	N + やる	to child/junior	casual	[sound:10292029436f.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top10k source:shin-kanzen
犬に水をやります。	いぬにみずをやります。	I will give water to the dog.	やる	to animate	N + やる	to animal/pet	pet care	[sound:eee332fa3be9.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:intro frequency:top1k source:shin-kanzen
兄が妹に手伝ってあげた。	あにがいもうとにてつだってあげた。	The older brother helped the younger sister.	やる	family help	V-te + やる	help family	benefactive	[sound:b8f6f0a566aa.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:intro frequency:top1k source:shin-kanzen
部下にやらせる仕事がたくさんある。	ぶかにやらせるしごとがたくさんある。	There are many jobs to let my subordinate do.	やる	to junior	V + やる	task delegation	work	[sound:9b7fc384ecf8.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:low source:shin-kanzen
娘にお小遣いをやった。	むすめにおこづかいをやった。	I gave my daughter pocket money.	やる	to child	N + やる	parenting	family	[sound:1cbb75e465bd.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:intro frequency:low source:shin-kanzen
新人に簡単な仕事をやらせましょう。	しんじんにかんたんなしごとをやらせましょう。	Let me give an easy job to the newcomer.	やる	to junior	V + やる	training	workplace	[sound:b677c3c6cdb6.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:low source:shin-kanzen
ペットの猫に缶詰をやっています。	ぺっとのねこにかんづめをやっています。	I am giving canned food to my pet cat.	やる	to pet	N + やる	pet care	routine	[sound:c37108a1ea8d.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:low source:shin-kanzen
子供たちに宿題をやらせてください。	こどもたちにしゅくだいをやらせてください。	Please have the children do their homework.	やる	to children	V + やる	education	parenting	[sound:ba6dfd903809.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top1k source:shin-kanzen
年下の友人にこのゲームをやらせてみよう。	とししたのゆうじんにこのげーむをやらせてみよう。	Let me have my younger friend try this game.	やる	to junior	V + やる	gaming	friend	[sound:19142652a594.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top10k source:shin-kanzen
馬に干し草をやる必要があります。	うまにほしくさをやるひつようがあります。	I need to give hay to the horse.	やる	to animal	N + やる	animal care	farming	[sound:48f6683220fe.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top10k source:shin-kanzen
